x,y,z,x0,y0,z0
65.4209,-1.02031,244.461,0.760481,0.0291765,-0.648704
65.0893,-1.00003,244.726,0.722627,0.0374764,-0.690222
64.7247,-0.954813,244.963,0.683527,0.0474448,-0.728382
64.3629,-0.938422,245.192,0.641816,0.056404,-0.764782
63.9996,-0.917073,245.381,0.598958,0.0616369,-0.798405
63.6212,-0.897744,245.554,0.55353,0.0665926,-0.830163
63.252,-0.890773,245.734,0.505282,0.0644201,-0.860547
62.8876,-0.850053,245.899,0.45389,0.0625466,-0.88886
62.506,-0.829261,246.051,0.400052,0.0582278,-0.914641
62.0911,-0.847792,246.128,0.347533,0.05622,-0.935981
61.6694,-0.815685,246.239,0.295127,0.057023,-0.953755
61.2251,-0.800631,246.313,0.24504,0.0579564,-0.967779
60.7649,-0.769203,246.38,0.198981,0.0608255,-0.978114
60.2951,-0.754374,246.393,0.157903,0.0601798,-0.985619
59.8127,-0.737195,246.418,0.116861,0.0608791,-0.991281
59.3151,-0.726201,246.436,0.0816889,0.0613169,-0.99477
58.8188,-0.718766,246.363,0.054693,0.0628329,-0.996524
58.3067,-0.679376,246.402,0.0291537,0.0646016,-0.997485
57.7862,-0.64812,246.329,0.00818956,0.0668862,-0.997727
57.2503,-0.609429,246.331,-0.0113077,0.0698105,-0.997496
56.7013,-0.556432,246.336,-0.0249199,0.0758281,-0.996809
56.1378,-0.525828,246.299,-0.0347907,0.0775591,-0.996381
55.5597,-0.476757,246.305,-0.0432242,0.0781639,-0.996003
54.9638,-0.446876,246.267,-0.0468021,0.0773918,-0.995902
54.3491,-0.407844,246.25,-0.0497323,0.0766061,-0.99582
53.7175,-0.354225,246.223,-0.0513002,0.0771542,-0.995699
53.0653,-0.308518,246.177,-0.0510544,0.0769196,-0.995729
52.3955,-0.261282,246.116,-0.0497779,0.0760226,-0.995863
51.7118,-0.213234,246.087,-0.0494311,0.0740849,-0.996026
51.0219,-0.161519,246.049,-0.0484347,0.0713079,-0.996278
50.3121,-0.112414,246.01,-0.0464938,0.0705116,-0.996427
49.5734,-0.0565447,245.967,-0.045566,0.071733,-0.996383
48.8183,-0.00368506,245.903,-0.0431043,0.0728398,-0.996412
48.0327,0.0549878,245.882,-0.0425126,0.0711544,-0.996559
47.235,0.123049,245.843,-0.0398263,0.0678115,-0.996903
46.424,0.16198,245.822,-0.0392963,0.064221,-0.997162
45.5905,0.217798,245.811,-0.0385965,0.0635882,-0.99723
44.7486,0.267362,245.762,-0.0374204,0.0617038,-0.997393
43.8812,0.305088,245.739,-0.0378595,0.0584373,-0.997573
43.0162,0.349514,245.702,-0.0362494,0.0579218,-0.997663
42.1487,0.406571,245.67,-0.0352838,0.059836,-0.997584
41.291,0.453811,245.596,-0.0345895,0.0640561,-0.997347
40.4303,0.507243,245.55,-0.0353262,0.063597,-0.99735
39.5664,0.596097,245.558,-0.0368026,0.064818,-0.997218
38.6902,0.652299,245.522,-0.0386659,0.0631265,-0.997256
37.822,0.701552,245.485,-0.0410302,0.062828,-0.997181
36.9521,0.752257,245.46,-0.0439072,0.0628895,-0.997054
36.0793,0.793307,245.433,-0.0471906,0.0596261,-0.997105
35.204,0.825903,245.387,-0.0494618,0.0598935,-0.996979
34.3373,0.882158,245.358,-0.0531697,0.0608652,-0.996729
33.4656,0.921487,245.354,-0.0571217,0.0621755,-0.996429
32.5977,0.974223,245.326,-0.0587799,0.0631236,-0.996273
31.7109,1.02514,245.3,-0.059921,0.0678486,-0.995895
30.8423,1.07192,245.241,-0.0610892,0.0712109,-0.995589
29.964,1.13416,245.179,-0.0614765,0.0736738,-0.995386
29.0907,1.17824,245.153,-0.0611524,0.0746363,-0.995334
28.2255,1.23886,245.09,-0.0591881,0.0759848,-0.995351
27.3634,1.2884,245.026,-0.0570663,0.0745765,-0.995581
26.5028,1.34138,244.974,-0.0549713,0.0739871,-0.995743
25.6445,1.39841,244.927,-0.0530605,0.0724001,-0.995963
24.7975,1.45303,244.869,-0.0512841,0.0681105,-0.996359
23.947,1.49991,244.831,-0.048987,0.0622515,-0.996858
23.1081,1.52896,244.789,-0.0464819,0.0611563,-0.997045
22.2654,1.57547,244.761,-0.0448336,0.0621775,-0.997058
21.4331,1.62052,244.725,-0.0440848,0.0587678,-0.997298
20.5995,1.67009,244.661,-0.043265,0.0571323,-0.997429
19.7702,1.69852,244.633,-0.0439264,0.0597188,-0.997248
18.9445,1.73751,244.605,-0.046365,0.0617896,-0.997012
18.1252,1.77223,244.589,-0.0487674,0.0627487,-0.996837
17.3137,1.78536,244.562,-0.0519202,0.0635386,-0.996628
16.5051,1.82965,244.531,-0.0556926,0.0646467,-0.996353
15.7005,1.87455,244.487,-0.0602648,0.0653882,-0.996038
14.8923,1.90031,244.428,-0.0650434,0.0647755,-0.995778
14.0931,1.94897,244.362,-0.0697679,0.0670779,-0.995305
13.2946,1.98539,244.293,-0.0746185,0.0693891,-0.994795
12.5017,2.0316,244.226,-0.0790377,0.0717817,-0.994284
11.7162,2.08053,244.16,-0.083116,0.075058,-0.993709
10.94,2.11874,244.049,-0.0850034,0.0790038,-0.993244
10.1697,2.16976,243.975,-0.0872254,0.0836766,-0.992668
9.4134,2.22954,243.867,-0.0880697,0.0888072,-0.992148
8.66479,2.28456,243.782,-0.0885625,0.0926696,-0.99175
7.92314,2.34596,243.718,-0.0891937,0.0957579,-0.9914
7.19875,2.38836,243.628,-0.0879898,0.0981536,-0.991274
6.49309,2.45002,243.536,-0.0873749,0.100707,-0.991072
5.80094,2.51258,243.46,-0.0864747,0.103409,-0.990873
5.12007,2.56527,243.407,-0.0857104,0.103054,-0.990976
4.45431,2.6178,243.343,-0.0834902,0.103749,-0.991093
3.80061,2.67724,243.294,-0.080629,0.104912,-0.991208
3.16647,2.73074,243.234,-0.0777974,0.106632,-0.99125
2.54312,2.78611,243.187,-0.0746855,0.106855,-0.991466
1.9421,2.82503,243.083,-0.0696489,0.104805,-0.992051
1.34755,2.87024,243.028,-0.0669835,0.102557,-0.992469
0.76841,2.91261,242.968,-0.0635648,0.103209,-0.992627
0.206193,2.94627,242.898,-0.0593149,0.103471,-0.992862
-0.338174,2.98442,242.843,-0.0552645,0.104688,-0.992968
-0.865064,3.02865,242.823,-0.050916,0.103855,-0.993288
-1.37775,3.07021,242.795,-0.0462021,0.102833,-0.993625
-1.87174,3.11176,242.79,-0.0421979,0.102074,-0.993881
-2.35116,3.1416,242.798,-0.038719,0.100567,-0.994177
-2.80871,3.16874,242.732,-0.0324667,0.100533,-0.994404
-3.25309,3.21041,242.671,-0.0268305,0.0999119,-0.994634
-3.6828,3.22885,242.677,-0.0212716,0.0986964,-0.99489
-4.09272,3.27513,242.662,-0.0155764,0.0974999,-0.995114
-4.48733,3.3244,242.651,-0.00979162,0.0962381,-0.99531
-4.86443,3.34569,242.664,-0.00398726,0.094074,-0.995557
-5.21839,3.38373,242.619,0.00439545,0.0920205,-0.995747
-5.56176,3.40895,242.602,0.0107061,0.0908387,-0.995808
-5.88459,3.43288,242.629,0.0157714,0.0901404,-0.995804
-6.18531,3.44636,242.637,0.0209071,0.0897226,-0.995747
-6.46428,3.45428,242.618,0.0259281,0.0893717,-0.995661
-6.71561,3.47091,242.638,0.0298895,0.0889156,-0.995591
-6.9356,3.50136,242.69,0.0315027,0.087067,-0.995704
-7.11904,3.52943,242.749,0.0324699,0.0855325,-0.995806
-7.2887,3.51859,242.764,0.0351208,0.083765,-0.995866
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.43613,3.52425,242.776,0.0370696,0.0836465,-0.995806
-7.55168,3.53945,242.803,0.039067,0.0829073,-0.995791
-7.69033,3.54854,242.81,0.0446312,0.0823558,-0.995603
-7.84651,3.56324,242.831,0.0521822,0.0823244,-0.995239
-8.01665,3.61032,242.806,0.0629578,0.0811297,-0.994713
-8.2098,3.63573,242.807,0.0758942,0.0825644,-0.993692
-8.41471,3.64668,242.849,0.0888508,0.0836338,-0.992528
-8.62991,3.66532,242.909,0.103862,0.0837727,-0.991057
-8.86797,3.67653,242.947,0.123651,0.0828549,-0.988861
-9.11525,3.68644,243.003,0.146148,0.0832745,-0.985752
-9.37027,3.70042,243.051,0.170469,0.084252,-0.981754
-9.60621,3.7155,243.174,0.193886,0.0807035,-0.977699
-9.86621,3.74692,243.28,0.22279,0.0777587,-0.97176
-10.1415,3.77434,243.379,0.256206,0.0733524,-0.963835
-10.4041,3.78698,243.516,0.290568,0.0674976,-0.954471
-10.6893,3.81396,243.656,0.329741,0.0642126,-0.941885
-10.9485,3.81626,243.841,0.368225,0.0626339,-0.927625
-11.2287,3.82608,244.033,0.410078,0.0644766,-0.909768
-11.5054,3.84022,244.244,0.454456,0.0648451,-0.888406
-11.7421,3.85128,244.486,0.49847,0.0598095,-0.864841
-12.0194,3.86786,244.725,0.545891,0.0529091,-0.836184
-12.2958,3.89725,244.979,0.593969,0.0440991,-0.803278
-12.5475,3.92163,245.222,0.642552,0.0390653,-0.765246
-12.8017,3.94773,245.52,0.689589,0.0344014,-0.723383
-13.0101,3.94735,245.822,0.734598,0.0364883,-0.677521
-13.2374,3.95238,246.18,0.778239,0.0348814,-0.626999
-13.4787,3.98679,246.55,0.818458,0.028483,-0.57386
-13.6699,4.00509,246.916,0.853899,0.0193484,-0.520079
-13.8697,4.0379,247.346,0.884183,0.0101302,-0.467032
-14.0339,4.06712,247.802,0.909755,0.00321695,-0.415133
-14.1567,4.1083,248.249,0.930782,-0.00312496,-0.36556
-14.2814,4.1386,248.742,0.94799,-0.00619861,-0.318241
-14.3939,4.1758,249.234,0.96183,-0.00971388,-0.273475
-14.4986,4.20648,249.776,0.972517,-0.0136947,-0.232431
-14.6046,4.25541,250.336,0.980503,-0.0178458,-0.19569
-14.6983,4.28606,250.9,0.986149,-0.0216931,-0.164436
-14.7662,4.32641,251.508,0.990069,-0.0265969,-0.13804
-14.7861,4.35428,252.116,0.99256,-0.0311124,-0.117714
-14.8669,4.39917,252.74,0.994403,-0.0343823,-0.0999062
-14.919,4.41348,253.39,0.995627,-0.0339955,-0.0870081
-14.974,4.44291,254.055,0.99643,-0.0346429,-0.0769883
-15.0206,4.47373,254.734,0.997031,-0.0354449,-0.0683612
-15.0431,4.50557,255.432,0.997338,-0.0381324,-0.062152
-15.1325,4.52789,256.14,0.997648,-0.039208,-0.0562235
-15.1629,4.56666,256.866,0.997757,-0.0396566,-0.0539331
-15.2061,4.61931,257.61,0.997862,-0.0398003,-0.0518487
-15.2659,4.62966,258.373,0.997956,-0.0407838,-0.0492012
-15.2973,4.65862,259.155,0.997955,-0.0421902,-0.0480216
-15.3553,4.6928,259.947,0.997941,-0.0428066,-0.0477606
-15.4081,4.74844,260.753,0.997783,-0.0443654,-0.0496119
-15.4736,4.79324,261.571,0.997655,-0.0453525,-0.0512617
-15.5163,4.82799,262.401,0.997654,-0.0437623,-0.0526382
-15.6427,4.84718,263.241,0.997895,-0.0416915,-0.0496689
-15.6921,4.88438,264.104,0.997967,-0.0396217,-0.0499262
-15.7922,4.93393,264.982,0.998067,-0.0393613,-0.0480942
-15.919,4.97925,265.867,0.998117,-0.0408956,-0.0457116
-15.9545,5.03458,266.771,0.998018,-0.0426232,-0.0462942
-16.0222,5.06843,267.68,0.997859,-0.0455277,-0.0469522
-16.0705,5.11651,268.598,0.997686,-0.0479054,-0.0482547
-16.1473,5.16439,269.525,0.997588,-0.0496197,-0.0485377
-16.2385,5.20144,270.465,0.997525,-0.0499519,-0.0494865
-16.3132,5.22869,271.426,0.997582,-0.0496447,-0.0486458
-16.3499,5.28161,272.399,0.997586,-0.0472206,-0.0509143
-16.3982,5.3319,273.385,0.997636,-0.046121,-0.0509421
-16.4358,5.38945,274.388,0.9975,-0.0473277,-0.0524766
-16.5027,5.41787,275.395,0.997602,-0.0478455,-0.0500116
-16.5922,5.48931,276.396,0.997367,-0.0525306,-0.0499863
-16.6937,5.56461,277.403,0.997114,-0.0568732,-0.0502997
-16.7148,5.63983,278.421,0.99688,-0.0583436,-0.0531632
-16.8058,5.67365,279.449,0.996893,-0.0593023,-0.051849
-16.7673,5.74036,280.485,0.996635,-0.0590843,-0.0568089
-16.8509,5.78218,281.53,0.996445,-0.0616482,-0.0574242
-16.9171,5.81544,282.581,0.996438,-0.0604564,-0.0587987
-16.9653,5.8761,283.631,0.996229,-0.0615734,-0.0611302
-16.9986,5.94632,284.678,0.995877,-0.0641165,-0.064165
-17.0545,5.99042,285.728,0.995812,-0.0631767,-0.0660837
-17.0898,6.03116,286.786,0.99571,-0.062719,-0.0680311
-17.1959,6.07071,287.846,0.995782,-0.0600371,-0.0693769
-17.3311,6.11569,288.904,0.995939,-0.0582135,-0.0686777
-17.4316,6.15274,289.966,0.996005,-0.0561575,-0.0694219
-17.5293,6.22356,291.021,0.995866,-0.0563372,-0.0712551
-17.5996,6.26489,292.075,0.995977,-0.0532041,-0.0721079
-17.6848,6.29519,293.121,0.995994,-0.0527679,-0.0721854
-17.8568,6.3567,294.151,0.995983,-0.0559095,-0.0699431
-17.9122,6.38303,295.189,0.996027,-0.0540293,-0.0707947
-18.0336,6.4381,296.221,0.995845,-0.0572798,-0.0707869
-18.1087,6.49559,297.254,0.995469,-0.0605396,-0.0733198
-18.1622,6.54153,298.288,0.995509,-0.0599899,-0.073239
-18.2438,6.57657,299.319,0.995721,-0.0572033,-0.0725803
-18.3231,6.61258,300.344,0.995836,-0.0559714,-0.0719641
-18.4318,6.65045,301.365,0.996086,-0.053568,-0.0703127
-18.5128,6.69699,302.388,0.996136,-0.0529792,-0.0700486
-18.6066,6.72277,303.415,0.996249,-0.0515529,-0.0694976
-18.6802,6.77215,304.441,0.996355,-0.0500402,-0.0690878
-18.7795,6.82643,305.456,0.996479,-0.0481571,-0.0686303
-18.8376,6.87606,306.475,0.996518,-0.0448525,-0.0702886
-18.9859,6.95323,307.485,0.996722,-0.0443026,-0.0677011
-19.1592,6.97591,308.493,0.997097,-0.0412374,-0.0640066
-19.2591,7.01047,309.511,0.997237,-0.0383885,-0.0635955
-19.3008,7.06352,310.532,0.997219,-0.0382212,-0.06398
-19.4327,7.08611,311.555,0.997366,-0.0382524,-0.061619
-19.4977,7.13435,312.583,0.997342,-0.0391972,-0.0614238
-19.5698,7.18124,313.612,0.997353,-0.0387504,-0.0615223
-19.6861,7.22151,314.641,0.997524,-0.0378098,-0.0592988
-19.791,7.28914,315.672,0.997523,-0.0401851,-0.0577283
-19.857,7.31832,316.716,0.997628,-0.040494,-0.0556677
-19.9245,7.3553,317.763,0.997753,-0.0408691,-0.053094
-19.9856,7.40687,318.814,0.997738,-0.0418136,-0.0526442
-19.9509,7.42152,319.875,0.997746,-0.0393294,-0.0543787
-19.9922,7.46207,320.937,0.997681,-0.0413334,-0.0540674
-20.0304,7.49262,321.999,0.997811,-0.0390492,-0.0533718
-20.0474,7.53951,323.073,0.997654,-0.0403775,-0.0552743
-20.1194,7.58208,324.151,0.997535,-0.0427233,-0.0556737
-20.1841,7.62121,325.233,0.997535,-0.0426956,-0.0556889
-20.2643,7.65104,326.316,0.997577,-0.0423781,-0.0551819
-20.3223,7.68796,327.398,0.99763,-0.0417599,-0.0546808
-20.4031,7.7355,328.478,0.997764,-0.0398524,-0.0536564
-20.4501,7.78203,329.554,0.997695,-0.0414175,-0.0537512
-20.518,7.83187,330.625,0.997568,-0.0439575,-0.0540984
-20.5384,7.87081,331.695,0.997535,-0.044383,-0.0543573
-20.5952,7.89826,332.764,0.997302,-0.0476332,-0.0558576
-20.6757,7.94448,333.831,0.997215,-0.0489141,-0.0562962
-20.7964,7.98593,334.896,0.997003,-0.0531103,-0.0562601
-20.8249,8.02342,335.968,0.996797,-0.0555283,-0.0575569
-20.8795,8.08158,337.034,0.99654,-0.0587124,-0.0588249
-20.9942,8.12172,338.085,0.996345,-0.0617781,-0.058985
-21.0551,8.17846,339.135,0.996088,-0.065039,-0.0598283
-21.0958,8.21734,340.187,0.995983,-0.0658093,-0.0607139
-21.1543,8.25882,341.223,0.995938,-0.0661552,-0.0610887
-21.2625,8.30192,342.247,0.995631,-0.0697007,-0.0621323
-21.3431,8.34354,343.263,0.995497,-0.0715139,-0.0622195
-21.4064,8.38566,344.273,0.9953,-0.0734057,-0.0631646
-21.5443,8.44355,345.264,0.995248,-0.0745046,-0.0626928
-21.5895,8.48263,346.256,0.994935,-0.077161,-0.0644187
-21.6057,8.53077,347.241,0.994854,-0.0769331,-0.0659285
-21.7005,8.56422,348.213,0.994838,-0.0764141,-0.066765
-21.7601,8.60845,349.174,0.994737,-0.0765258,-0.0681342
-21.8269,8.64694,350.124,0.994747,-0.0757226,-0.0688798
-21.9259,8.68928,351.061,0.994758,-0.0752808,-0.0692066
-21.9367,8.73245,351.99,0.994742,-0.0734888,-0.0713348
-22.0097,8.77652,352.905,0.994837,-0.0717132,-0.0718093
-22.0678,8.81106,353.801,0.994893,-0.0704083,-0.0723188
-21.9783,8.81946,354.68,0.994501,-0.0699925,-0.077901
-22.0448,8.84114,355.549,0.994586,-0.0703663,-0.0764635
-22.1106,8.87129,356.398,0.994742,-0.0700062,-0.074752
-22.1796,8.90052,357.229,0.994804,-0.0716482,-0.0723321
-22.2451,8.93677,358.038,0.99472,-0.073859,-0.0712554
-22.2869,8.97088,358.825,0.994738,-0.0745093,-0.0703119
-22.3389,8.99804,359.599,0.994567,-0.0780843,-0.0688431
-22.4158,9.03823,360.34,0.994662,-0.0790998,-0.0662629
-22.5208,9.04924,361.056,0.995018,-0.0778495,-0.0622763
-22.578,9.07209,361.751,0.995111,-0.0781766,-0.0603497
-22.6002,9.09637,362.42,0.995279,-0.0771557,-0.058876
-22.6645,9.1108,363.062,0.995436,-0.07674,-0.0567216
-22.6941,9.13598,363.688,0.995554,-0.0760971,-0.0555174
-22.7676,9.15784,364.29,0.995658,-0.0759828,-0.0537737
-22.6612,9.2005,364.867,0.995434,-0.0752691,-0.0587032
-22.7124,9.21321,365.429,0.995412,-0.0754762,-0.0588012
-22.7168,9.2381,365.97,0.995265,-0.075163,-0.0616367
-22.7898,9.27186,366.476,0.995181,-0.0732259,-0.0652076
-22.8271,9.28718,366.965,0.994936,-0.0714807,-0.0706627
-22.9144,9.2466,367.429,0.994414,-0.0707286,-0.0783452
-22.9887,9.26332,367.883,0.993492,-0.0702025,-0.0896971
-23.1014,9.30389,368.317,0.992273,-0.0686418,-0.103353
-23.1537,9.31576,368.753,0.990309,-0.065737,-0.122335
-23.2508,9.32915,369.187,0.987695,-0.061937,-0.143608
-23.3246,9.35707,369.626,0.98385,-0.0578183,-0.169401
-23.421,9.37257,370.043,0.978334,-0.0569084,-0.199059
-23.5567,9.38561,370.465,0.970904,-0.055646,-0.232915
-23.6976,9.39516,370.886,0.960971,-0.0525616,-0.271609
-23.8743,9.41227,371.255,0.948907,-0.0462168,-0.312152
-24.0206,9.44097,371.664,0.933563,-0.0390557,-0.356279
-24.2504,9.45887,372.037,0.916493,-0.0329941,-0.398688
-24.4252,9.47404,372.388,0.895261,-0.0296336,-0.444555
-24.6722,9.49118,372.745,0.871844,-0.0220379,-0.489288
-24.9462,9.51306,373.096,0.844145,-0.0107439,-0.536008
-25.1526,9.52263,373.445,0.810952,0.00274013,-0.585106
-25.5,9.55119,373.758,0.777557,0.012216,-0.628694
-25.7805,9.58833,374.142,0.735796,0.0178898,-0.676966
-26.1408,9.62045,374.379,0.694548,0.0204774,-0.719154
-26.522,9.66,374.69,0.647101,0.0248497,-0.761999
-26.9181,9.70631,374.91,0.598902,0.0303792,-0.800246
-27.3422,9.7466,375.174,0.542683,0.0340598,-0.839247
-27.8033,9.79275,375.385,0.484855,0.0368967,-0.873816
-28.2511,9.82191,375.547,0.424758,0.0458112,-0.904147
-28.7568,9.84151,375.658,0.363566,0.0534856,-0.930032
-29.2598,9.87226,375.786,0.296675,0.0557799,-0.953348
-29.763,9.91727,375.864,0.231393,0.0523104,-0.971453
-30.3014,9.96443,375.939,0.166522,0.0580254,-0.984329
-30.859,9.99262,375.971,0.106158,0.0728941,-0.991674
-31.4222,10.0202,375.937,0.0555274,0.0903357,-0.994362
-31.9907,10.0745,375.893,0.00988841,0.109323,-0.993957
-32.5697,10.1265,375.841,-0.0287306,0.119493,-0.992419
-33.1655,10.1983,375.788,-0.0585582,0.124732,-0.990461
-33.7706,10.2328,375.7,-0.0797464,0.126045,-0.988814
-34.3792,10.2948,375.605,-0.0941668,0.131115,-0.986885
-34.9902,10.3435,375.514,-0.103257,0.135183,-0.985426
-35.6015,10.4161,375.425,-0.107656,0.140859,-0.984159
-36.2206,10.503,375.326,-0.109497,0.142455,-0.983726
-36.8683,10.5713,375.29,-0.113505,0.135656,-0.984233
-37.5291,10.659,375.208,-0.112138,0.132236,-0.984855
-38.2052,10.7343,375.127,-0.111179,0.129754,-0.985293
-38.8857,10.8081,375.031,-0.109655,0.131642,-0.985214
-39.5784,10.8891,374.947,-0.109555,0.133256,-0.985008
-40.2828,10.9696,374.862,-0.109289,0.136337,-0.984616
-41.0007,11.0437,374.783,-0.105243,0.138815,-0.98471
-41.7347,11.1321,374.749,-0.102282,0.142517,-0.984493
-42.4789,11.2259,374.667,-0.0973617,0.144845,-0.984653
-43.243,11.3299,374.581,-0.0928786,0.145168,-0.985038
-44.0221,11.4436,374.49,-0.0862975,0.149228,-0.98503
-44.8169,11.5372,374.413,-0.0817815,0.149951,-0.985305
-45.6263,11.6586,374.339,-0.0785128,0.150761,-0.985448
-46.4487,11.7578,374.249,-0.0752668,0.149951,-0.985824
-47.2896,11.8871,374.166,-0.071461,0.146877,-0.98657
-48.1544,12.0183,374.129,-0.0708319,0.146921,-0.986609
-49.0263,12.1358,374.037,-0.067642,0.146298,-0.986925
-49.9097,12.2556,373.966,-0.0657972,0.143865,-0.987408
-50.7979,12.3654,373.89,-0.0634437,0.142174,-0.987806
-51.6868,12.4929,373.818,-0.0603532,0.143447,-0.987816
-52.5818,12.5996,373.724,-0.0580864,0.144124,-0.987853
-53.4839,12.7181,373.655,-0.0566932,0.143273,-0.988058
-54.3924,12.8323,373.596,-0.0568504,0.141665,-0.988281
-55.3066,12.9535,373.546,-0.0587193,0.141963,-0.988129
-56.2218,13.0781,373.481,-0.0595953,0.141481,-0.988146
-57.1333,13.1904,373.418,-0.0607763,0.141603,-0.988056
-58.0425,13.3086,373.351,-0.0618146,0.144115,-0.987628
-58.9526,13.4207,373.28,-0.0629912,0.146079,-0.987265
-59.8578,13.5334,373.203,-0.0636088,0.147605,-0.986999
-60.7639,13.6473,373.126,-0.0629421,0.145883,-0.987298
-61.6623,13.7652,373.063,-0.0641039,0.148081,-0.986896
-62.5663,13.8817,373.033,-0.0671694,0.148185,-0.986676
-63.4642,14.0051,372.943,-0.0698738,0.148146,-0.986494
-64.3635,14.1283,372.868,-0.0728747,0.150592,-0.985906
-65.2648,14.2412,372.769,-0.077047,0.151238,-0.98549
-66.1583,14.3416,372.662,-0.08142,0.152649,-0.984921
-67.0487,14.4433,372.536,-0.0837875,0.157259,-0.983997
-67.9295,14.5646,372.41,-0.0851745,0.160373,-0.983375
-68.8087,14.6929,372.281,-0.0868263,0.160308,-0.983241
-69.6916,14.8299,372.214,-0.0888908,0.159317,-0.983218
-70.5757,14.9588,372.131,-0.0904792,0.160439,-0.98289
-71.4614,15.0761,372.03,-0.0910928,0.161854,-0.982601
-72.3421,15.23,371.953,-0.0898272,0.162544,-0.982604
-73.2158,15.3586,371.852,-0.087856,0.163207,-0.982672
-74.094,15.4772,371.795,-0.0850651,0.165214,-0.982582
-74.9662,15.599,371.667,-0.0797493,0.167654,-0.982615
-75.8418,15.7298,371.586,-0.0754235,0.167971,-0.982902
-76.7113,15.8612,371.461,-0.0680885,0.169552,-0.983166
-77.5793,15.9922,371.36,-0.0617246,0.169923,-0.983522
-78.4498,16.1231,371.28,-0.0563765,0.169009,-0.984001
-79.3146,16.2526,371.233,-0.051834,0.16794,-0.984433
-80.1798,16.3837,371.209,-0.0469355,0.166499,-0.984924
-81.0414,16.5097,371.142,-0.0420244,0.16575,-0.985272
-81.9013,16.6285,371.091,-0.0392662,0.161693,-0.98606
-82.7552,16.7528,371.021,-0.0331904,0.161668,-0.986287
-83.614,16.8823,371.002,-0.0296848,0.161591,-0.986411
-84.4682,17.0286,370.982,-0.0244806,0.165265,-0.985945
-85.3229,17.1569,370.943,-0.0196928,0.165634,-0.985991
-86.1762,17.2886,370.921,-0.0156675,0.164616,-0.986233
-87.0265,17.3936,370.884,-0.0120104,0.161522,-0.986796
-87.8633,17.522,370.85,-0.00888436,0.15937,-0.987179
-88.6817,17.645,370.841,-0.00736338,0.156476,-0.987654
-89.4849,17.7477,370.823,-0.00700797,0.151955,-0.988363
-90.2708,17.8565,370.801,-0.00538631,0.14894,-0.988832
-91.0308,17.9495,370.714,-0.00342942,0.148259,-0.988943
-91.774,18.0594,370.703,-0.00291979,0.149233,-0.988798
-92.4914,18.1869,370.728,-0.004325,0.147458,-0.989059
-93.1906,18.2952,370.736,-0.00715863,0.145555,-0.989324
-93.8688,18.3819,370.699,-0.0101595,0.1443,-0.989482
-94.518,18.4532,370.626,-0.0133866,0.142448,-0.989712
-95.1457,18.5267,370.59,-0.0176479,0.141914,-0.989722
-95.7519,18.6247,370.61,-0.0242146,0.14115,-0.989692
-96.3417,18.6812,370.565,-0.0304214,0.140859,-0.989562
-96.933,18.7477,370.515,-0.0371504,0.141015,-0.98931
-97.5213,18.8265,370.486,-0.0450643,0.142692,-0.988741
-98.1096,18.8952,370.454,-0.0535942,0.141287,-0.988517
-98.6921,18.9755,370.427,-0.0602116,0.143615,-0.9878
-99.2723,19.0392,370.386,-0.0674666,0.145314,-0.987083
-99.8448,19.1066,370.322,-0.074152,0.14806,-0.986195
-100.417,19.1946,370.301,-0.0816555,0.148284,-0.985568
-100.991,19.2685,370.288,-0.0889417,0.148549,-0.984897
-101.56,19.3401,370.211,-0.0944883,0.148873,-0.984332
-102.136,19.421,370.145,-0.099579,0.151356,-0.983451
-102.715,19.5119,370.068,-0.103788,0.154552,-0.982518
